ID,Similarity,A,B
454,1.2292553855,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide on line review of unpaid invoices by vendor and/or date.
455,1.7763801382,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Associate multiple payment vouchers with a single purchase order.
456,1.9051496242,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Provide for automatically generated unique payment voucher numbers for each agency, with override capabilities."
457,1.0637427581,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Prevent duplicate payment voucher numbers.
458,1.8816504843,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Allow users to drill down to all purchase order information on-line during payment voucher processing.
459,3.1027784118,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Provide the ability to control payments in excess of encumbered amounts by user-defined tolerance limits for each type of  encumbrance (e.g., 10% or $50 over encumbrance amount) provided sufficient spending authority exists."
460,2.3630177076,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Automatically calculate invoice due date based on invoice date or a user-specified date (such as 30 days from the date of  receipt) and payment terms and schedules optimum payment date based on that calculation.
461,2.2093298192,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide ability to flag invoices for additional workflow approval upon entry.
462,2.5141844175,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide the ability to indicate whether payment is final or partial upon entry of the invoice.
463,1.3017074711,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Allow for the input of invoice receipt date.
464,1.387102105,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Automatically generate payments based on three way matching (invoice, receipt, PO)."
465,2.0340310333,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide the ability to associate a payment with matching purchase documentation and receiving information.
466,1.4528929227,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Highlight discrepancies between purchase order, invoice and receiving document: Unit price variances."
467,1.8544151143,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Highlight discrepancies between purchase order, invoice and receiving document: Quantity received vs. quantity ordered vs.  quantity invoiced."
468,1.9582417394,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Highlight discrepancies between purchase order, invoice and receiving document: Extended value of the PO vs. extended value  of the invoice."
469,2.2441503057,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Hourly rate for  services (i.e., consulting, contracted personnel services, etc.)."
470,1.5976484264,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Deliverables."
471,1.5855648054,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Terms of  contract."
472,2.9118676092,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Provide for user-defined tolerances in price and quantity, both on the individual line level and a cumulative tolerance on the  header level. As long as the match is within tolerance, payment voucher transaction will be accepted."
473,2.4514149555,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Require the user to enter additional information for assets valued at a system configured dollar value.
474,1.6519924067,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Allow input of freight invoices/payments where there may be no corresponding purchase order reference.
475,2.0659351839,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide a report for freight invoice/payment additions with no corresponding purchase order reference.
476,1.4728112388,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Prevent freight charges on invoices that have FOB destination terms.
477,2.3562313474,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Automatically default certain line item details for PO related payments during vendor invoice entry with override capability.
478,1.9440675419,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide link to document management stored documents.
479,1.7588708066,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Prevent un-authorized users from generating payments to vendors that are not in the vendor table.
480,2.1380608826,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Permit disbursements (warrants) to vendors that do not have a unique number in the vendor table (one time vendors).
481,2.4394756172,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide the ability to provide an external financial/payment system with changes to vendors identified as being used by that  system.
482,0.6336049355,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Accept inbound payment requests through an open interface.
483,2.8649397872,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Provide the ability to void or correct payments on-line, with appropriate corrections made to all financial balances."
484,2.1253178319,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Allow the user with appropriate security to override the default accounting period presented to the user during payment  cancellation.
485,1.4474535315,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Produce payment registers.
486,2.8191987548,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Automatically assign the accounting period for payment transactions based on user defined criteria with an option for manual  override with proper authority and an audit trail.
487,2.2221037836,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Provide the user the ability to correct errors on-line prior to processing a payment (e.g. voucher balance, account number, data  error, remit to address)."
488,1.9199314041,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Process invoices and payment from prior periods and properly update general ledger with proper authority.
489,1.5264451313,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Allow for the release of payment vouchers to payment processing by the following: Batch.
490,1.524380841,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Allow for the release of payment vouchers to payment processing by the following: Document.
491,1.8347801087,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Allow for the release of payment vouchers to payment processing by the following: Individual line item.
492,1.2852082187,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Track the last warrant number.
493,2.7211525009,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.
494,2.7405137552,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,"Provide automatic inclusion of credits and penalties within invoices for late delivery, untimely warranty service, and other  predefined violations of contract terms and conditions."
495,1.9137431826,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Override invoices rejected for services performed past contract end date to allow payment with penalty for late services.
496,1.9514342498,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide the ability to consolidate payments across agencies.
497,2.5543661246,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Allow users the option to not consolidate payments by type of payment method (i.e. consolidate checks but not EFT).
498,2.8531210371,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Allow the option for a vendor to specify whether or not to consolidate payments by type of payment method (i.e. consolidate  checks but not EFT).
499,2.2709478015,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Provide an indicator on an invoice to not consolidate payment across agencies.
500,1.8765596619,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.,Prevent payment processing (warrants or direct deposits) until authorized personnel release payment voucher records.
501,2.9412437766,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
502,2.9332558576,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
503,4.3452897729,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
504,4.4981457714,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
505,4.4081756193,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
507,4.3141148682,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
508,1.8658413681,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
509,1.918154026,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
510,2.3580067126,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Automatically reduce an encumbrance when an expenditure transaction is entered.
511,2.4833647178,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Automatically update the general ledger on-line and in batch as commitment (pre-encumbrance)s and encumbrances are  liquidated upon entry of encumbrances/expenditures or payables.
512,2.6652368663,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide ability to perform annual encumbrance and commitments reviews and close-outs at year end.
513,2.7042562883,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Provide for assignment of unique pre-encumbrance and encumbrance document numbers, which are system-generated or  manually entered."
514,0.7788379566,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Accommodate the recording of: Pre-encumbered encumbrances.
515,0.8767642394,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Accommodate the recording of: Non pre-encumbered encumbrances.
516,1.7841772044,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Accommodate the recording of: Non-pre-encumbered/non-encumbered vendor invoices, with the appropriate security control."
517,3.4130725009,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to enter an invoice number with a minimum of 60 alphanumeric characters available.
518,2.1832756867,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Reject transactions for insufficient budget (users with the appropriate level of security having override ability).
519,2.9710667163,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Determine whether to reject disbursements if insufficient budget balance or allow payment despite lack of sufficient funds.
520,3.485677981,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to flag an appropriation account so that no payments can be disbursed.
521,3.2439047244,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","For partial payments that the user indicates is a final payment, provide the automatic liquidation of outstanding encumbrance  balances for the invoice amount up to the outstanding encumbrance balance up to a threshold amount."
522,2.2558809605,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Prevent duplicate payments by editing invoice numbers, Tax Id, and dollar amounts."
523,2.1233623033,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Prevent duplicate payments by editing invoice numbers (exclusive of leading zeros) and dollar amounts.
524,3.6707028115,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to override edits errors on duplicate payments based upon invoice or amounts to allow payments by  individuals with the appropriate security.
525,2.761726078,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide an indicator that determines if the duplicate invoice edit produces fatal (prevents posting) error or warning message.
526,3.0315147362,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Provide the ability to automatically establish recurring payments with an end date and frequency (user defined), extension  capability, and the ability to modify chart of accounts coding."
527,2.7946058784,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Establish recurring payments with an end date when leases are recorded.
528,1.6044562518,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Establish lease liabilities by fiscal year or accounting period.
529,0.6579737301,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Process prepaid expenses (i.e., advanced payment, travel, etc.)."
530,1.9792963241,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide standard payment terms at the vendor level or individual payment terms at the payment level.
531,1.6508522329,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Generate accrual transactions for goods and services received and not invoiced by period end (month end and year-end).
532,1.9297563301,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Establish liability when goods are received. Functionality will include relieving the liability when paid, even if a discount is taken."
533,2.7358051077,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Support the ability to electronically notify vendors of payment data availability through vendor self service.
534,2.0336644731,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide a flag on the vendor master that indicates the W-9 information is current.
535,2.379620228,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Support the ability for a vendor to update W-9 and direct deposit information via self service using Web access.
536,2.5351490487,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Allow for payment method options as an override by invoice with proper authority. Example, a county may be required to have a  check payment for a specific invoice, but could have an ACH payment for another. The application should allow for a variety of  payment options based upon invoice not exclusively by payee. ."
537,2.2447879595,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Support CCD and CTX transactions to allow greater payment detail to the payee and financial institution.
538,1.1108579969,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide standard interfaces for document imaging.
539,2.4249097889,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to change the due date so that invoices are paid with proper authority.
540,2.8732184424,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to put an invoice on hold so that it is not paid.
541,1.3184276418,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Allow the storage of a due date, discount date and discount percentage."
542,1.9620756124,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow the allocation of an invoice amount to various accounts according to a percentage of the invoice amount.
543,3.1311818002,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Accept memo information related to an invoice (including the vendor invoice number) and pass that information along to the  vendor in the form of a remittance advice associated with a warrant or ACH payment.
544,2.4186058616,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide chart of account number distribution changes at the line item level on: Requisition.
545,2.4388985512,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide chart of account number distribution changes at the line item level on: PO.
546,2.1586006214,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide chart of account number distribution changes at the line item level on: Invoice.
547,2.6478032216,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide chart of account number distribution changes at the line item level on: Payment documents.
548,2.690877851,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow changes to account number distribution after a partial payment has been made.
549,1.2944203404,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow changes to vendor mailing address after a partial payment has been made.
550,1.5611555498,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to reverse an unpaid payment invoice.
551,2.0292395347,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow an invoice payment to be charged to multiple funds.
552,1.8205691533,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Allow users the ability to save, retrieve, and update invoice transactions by payee."
553,2.7441979216,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements."
554,1.2409949561,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide on line review of unpaid invoices by vendor and/or date.
555,2.1975103947,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Associate multiple payment vouchers with a single purchase order.
556,2.2218011884,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Provide for automatically generated unique payment voucher numbers for each agency, with override capabilities."
557,1.169923123,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Prevent duplicate payment voucher numbers.
558,2.088982134,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow users to drill down to all purchase order information on-line during payment voucher processing.
559,3.4076882485,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Provide the ability to control payments in excess of encumbered amounts by user-defined tolerance limits for each type of  encumbrance (e.g., 10% or $50 over encumbrance amount) provided sufficient spending authority exists."
560,2.5168143701,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Automatically calculate invoice due date based on invoice date or a user-specified date (such as 30 days from the date of  receipt) and payment terms and schedules optimum payment date based on that calculation.
561,2.418641736,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide ability to flag invoices for additional workflow approval upon entry.
562,2.7228026427,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to indicate whether payment is final or partial upon entry of the invoice.
563,1.1713254037,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow for the input of invoice receipt date.
564,1.8154191314,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Automatically generate payments based on three way matching (invoice, receipt, PO)."
565,2.3760028617,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to associate a payment with matching purchase documentation and receiving information.
566,1.6628248001,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Highlight discrepancies between purchase order, invoice and receiving document: Unit price variances."
567,2.0203156472,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Highlight discrepancies between purchase order, invoice and receiving document: Quantity received vs. quantity ordered vs.  quantity invoiced."
568,2.1245379239,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Highlight discrepancies between purchase order, invoice and receiving document: Extended value of the PO vs. extended value  of the invoice."
569,2.6984647809,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Hourly rate for  services (i.e., consulting, contracted personnel services, etc.)."
570,1.8159913437,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Deliverables."
571,1.7692557817,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Terms of  contract."
572,3.1989068767,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Provide for user-defined tolerances in price and quantity, both on the individual line level and a cumulative tolerance on the  header level. As long as the match is within tolerance, payment voucher transaction will be accepted."
573,2.9658664808,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Require the user to enter additional information for assets valued at a system configured dollar value.
574,2.4318512851,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow input of freight invoices/payments where there may be no corresponding purchase order reference.
575,2.624932702,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide a report for freight invoice/payment additions with no corresponding purchase order reference.
576,2.1153564412,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Prevent freight charges on invoices that have FOB destination terms.
577,2.4836541582,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Automatically default certain line item details for PO related payments during vendor invoice entry with override capability.
578,1.2719883677,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide link to document management stored documents.
579,1.9278773773,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Prevent un-authorized users from generating payments to vendors that are not in the vendor table.
580,2.6882788058,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Permit disbursements (warrants) to vendors that do not have a unique number in the vendor table (one time vendors).
581,2.9433044609,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to provide an external financial/payment system with changes to vendors identified as being used by that  system.
582,0.7853994381,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Accept inbound payment requests through an open interface.
583,3.2831675877,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Provide the ability to void or correct payments on-line, with appropriate corrections made to all financial balances."
584,2.4185019764,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow the user with appropriate security to override the default accounting period presented to the user during payment  cancellation.
585,1.8612241104,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Produce payment registers.
586,3.1111975742,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Automatically assign the accounting period for payment transactions based on user defined criteria with an option for manual  override with proper authority and an audit trail.
587,2.4294710472,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Provide the user the ability to correct errors on-line prior to processing a payment (e.g. voucher balance, account number, data  error, remit to address)."
588,2.0093659774,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Process invoices and payment from prior periods and properly update general ledger with proper authority.
589,1.5676498532,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow for the release of payment vouchers to payment processing by the following: Batch.
590,1.557959013,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow for the release of payment vouchers to payment processing by the following: Document.
591,2.0001933149,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow for the release of payment vouchers to payment processing by the following: Individual line item.
592,1.4667269953,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Track the last warrant number.
593,3.1468419506,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.
594,3.0033121835,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).","Provide automatic inclusion of credits and penalties within invoices for late delivery, untimely warranty service, and other  predefined violations of contract terms and conditions."
595,2.5184030643,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Override invoices rejected for services performed past contract end date to allow payment with penalty for late services.
596,2.3627770847,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide the ability to consolidate payments across agencies.
597,2.8098951537,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow users the option to not consolidate payments by type of payment method (i.e. consolidate checks but not EFT).
598,3.0115635316,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Allow the option for a vendor to specify whether or not to consolidate payments by type of payment method (i.e. consolidate  checks but not EFT).
599,2.4827951678,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Provide an indicator on an invoice to not consolidate payment across agencies.
600,1.9122284391,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account).",Prevent payment processing (warrants or direct deposits) until authorized personnel release payment voucher records.
601,2.575060464,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
602,2.360733285,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
603,4.1270547251,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
604,4.3355520265,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
605,4.1723266625,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
606,4.2705790682,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account)."
608,1.4739551829,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,"Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
609,1.4618409382,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
610,1.6334223898,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,Automatically reduce an encumbrance when an expenditure transaction is entered.
611,2.4951370019,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,Automatically update the general ledger on-line and in batch as commitment (pre-encumbrance)s and encumbrances are  liquidated upon entry of encumbrances/expenditures or payables.
612,2.0343350841,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,Provide ability to perform annual encumbrance and commitments reviews and close-outs at year end.
613,2.1959302334,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,"Provide for assignment of unique pre-encumbrance and encumbrance document numbers, which are system-generated or  manually entered."
614,0.5726658563,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.,Accommodate the recording of: Pre-encumbered encumbrances.
