ID,Similarity,A,B
2887,1.7699958565,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
2888,2.1748140891,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","0 Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
2889,3.1909780019,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",0 Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
2890,1.7704972507,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",0 Automatically reduce an encumbrance when an expenditure transaction is entered.
2891,3.7265495623,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","1 Provide ability to integrate billing, accounts receivable, and cash receipting functions with other relevant modules, including but  not limited to: asset management, accounts payable, general ledger, project accounting, and grant modules."
2892,3.1842312854,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",1 Provide ability to enter all Chart of Account elements on any type of transaction within the revenue/receivables module and apply  all edits and validations against those elements or combinations thereof.
2893,3.6292607822,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","1 Calculate and include sales tax on all relevant revenue transactions based on an external file of applicable regional (state, city, or  county) taxes provided by the Department of Revenue, as well as accommodating additional tax types (e.g., stadium, tourist,  premium resort, exposition, hotel/motel)."
2894,2.7989358746,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",1 Monitor collection dates and generate workflow transactions or notifications based on user-defined criteria.
2895,2.6893351816,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","1 Maintain an audit trail of all billing, accounts receivable, and cash receipting activity."
2896,1.9349000804,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","1 Record billings, accounts receivables, and cash receipts."
2897,2.4485734571,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","1 Provide ability to simultaneously work in multiple fiscal years (i.e., have periods open in two or more fiscal years at one time)."
2898,2.9309824394,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","1 Provide an audit trail on all transactions, including user ID, date, and time."
2899,2.0622675165,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",1 Establish default account distributions for each receivable.
2900,2.4676052223,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",1 Capture expenditure data for billing purposes. (Integrate with project/accounting job costing system.).
2901,2.640115322,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","2 Provide a central file for storing all customer-related information (e.g., name, address, contact, etc.)."
2902,1.5627491097,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",2 Provide ability to create user-defined customer types.
2903,1.8526238558,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","2 Provide ability to bill, track and collect for 'one-time' customers."
2904,1.7650176581,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",2 Provide ability to purge inactive customers based upon Agency/Department defined parameters.
2905,2.4634015022,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",2 Provide ability to deactivate and reactivate customers with appropriate security and control.
2906,3.8077611979,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple addresses per  customer."
2907,3.9962106069,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple contact  names and numbers per customer."
2908,3.7023151564,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: At least 20 user- definable fields per customer."
2909,3.2366079899,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",2 Provide ability to capture and retain a tax ID number associated with receivable customers.
2910,2.343965362,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",2 Provide ability to prevent duplicate customer numbers based on user-defined criteria.
2911,2.7855853377,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",4 Provide ability to classify receivables and payables by type in order to determine which are qualified to be included in the Setoff  Program.
2912,2.9085487409,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",4 Provide ability to specify a hierarchy for which receivables/payables to offset first.
2913,3.2076306791,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",4 Provide ability to specify rules for amount that is to be charged for each collection by the Department of Administration for the  Setoff Program.
2914,1.7835217416,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",4 Provide ability to match payables to aged receivables for Setoff processing.
2915,2.3556035816,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",4 Provide ability to net receivables against payables with payables balance (if applicable) to continue for payment processing.
2916,2.4241082977,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",4 Provide ability to flag and/or release payables that are not eligible for setoff processing.
2917,2.4235857702,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","4 Provide ability to notify the appropriate payable agency/department, receivable agency/department, and the debtor/vendor of the  setoff transaction."
2918,2.9066735019,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",4 Provide ability to specify details of the receivables and payables on each billing statement.
2919,2.8406473515,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",4 Provide ability for notification to debtor/vendor regarding set-off transaction including details and remaining debt balance.
2920,2.0821004945,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",4 Provide ability to upload data using standard file format.
2921,3.6857238162,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","5 Provide ability to process receipts, including identifying the payment source, payment source phone number, payee, and any  element in the Chart of Accounts such as fund, agency, appropriation, etc."
2922,2.7688338408,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",5 Provide ability to process multiple and/or partial invoice payments on the same receipt.
2923,3.9103356527,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Chart of Account code distributions to which each receipts was deposited."
2924,3.689969706,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received."
2925,3.7252713453,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies."
2926,3.7328539193,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date deposited to bank."
2927,3.7831248696,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person depositing to bank."
2928,3.7747752682,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Unique, sequential receipt document number."
2929,4.0987077711,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Contact information for originating unit (e.g., name, phone number, fax, etc.)."
2930,3.7785217713,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Reference fields."
2931,1.6852467063,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",6 Provide ability to create user-defined screens for cashiers.
2932,2.1778914996,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",6 Provide ability to require a valid operator code in order to process a receipt.
2933,3.3011955298,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","6 Provide ability to define system security by register at various levels (e.g., clerk, manager, etc.) depending on the function being  performed."
2934,3.5708369113,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",6 Provide ability to generate a customer receipt as well as an internal transaction tape for each transaction processed. The internal  transaction tape will be used to balance the drawer at the end of the day.
2935,2.6543796787,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",6 Provide ability to capture the following on each customer receipt: Transaction Time.
2936,2.718203957,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",6 Provide ability to capture the following on each customer receipt: Transaction Date.
2937,2.3095045928,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",6 Provide ability to capture the following on each customer receipt: Cashier.
2938,2.4424090775,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",6 Provide ability to capture the following on each customer receipt: Location.
2939,2.4893302602,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",6 Provide ability to capture the following on each customer receipt: Register Number.
2940,2.7443674367,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",6 Provide ability to capture the following on each customer receipt: Payment Type/Method (multiple lines).
2941,3.6453606553,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billing status."
2942,3.5711316686,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billed and unbilled charges."
2943,3.6834899984,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Delinquent accounts and referrals of delinquent accounts and bankrupt  customers."
2944,3.695072555,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Receivables tracking."
2945,3.5771343559,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Long-term receivables."
2946,3.6972984503,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Memo billing status."
2947,3.1227534787,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",7 Provide ability to query all invoice/adjustments for a single customer online and print the information queried.
2948,2.1313240916,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",7 Provide ability to report and print customer activity by customer type.
2949,3.6802693713,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","7 Provide ability to generate reports of invoices billed, paid, or voided with a user-defined timeframe. Also, the system provides the  Provide ability to generate a report of all outstanding invoices on a given date by chart of account elements."
2950,3.3971865432,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","7 Provide ability for aging analysis of outstanding accounts receivable based upon user-defined aging buckets (e.g., 30, 60, 90,  120, and greater than 120 days) using the original invoice date and current system date or a user-specified date."
2951,3.4033292642,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.",8 Provide ability to enter and maintain fixed asset records online and properly accounts for assets in accordance with the State's  chart of accounts.
2952,3.7696432598,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","8 Provide ability to maintain pertinent data on both capitalized and non-capitalized assets, which can be either portable or non- portable as follows: Capitalize assets based upon a user-specified criteria, including amount threshold by asset type."
2953,3.3744844809,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","8 Provide ability to maintain pertinent data on both capitalized and non-capitalized assets, which can be either portable or non- portable as follows: Track assets (non-capitalized items) that are not to be capitalized per State policy but have been deemed to  be secured by State or department policy (e.g., mobile phones, digital cameras, guns)."
2954,2.7057270658,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","8 Allow on-line modifications, without technical intervention, of asset capitalization and control rules per State and agency policy,  as necessary (i.e., no hard coding of rules)."
2955,2.4279342628,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","8 At a minimum, system performs the following Asset Management functions, with proper security: Additions."
2956,2.6777796929,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information."
2957,2.3979924596,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft."
2958,3.1315757268,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","8 At a minimum, system performs the following Asset Management functions, with proper security: Reverse previous transactions,  including depreciation."
2959,2.5499178049,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","8 At a minimum, system performs the following Asset Management functions, with proper security: Transfers."
2960,2.4416290409,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","8 At a minimum, system performs the following Asset Management functions, with proper security: Inquiries."
2961,3.5302342067,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provides full integration with General Ledger, Procurement, and Accounts Payable to carry forward relevant purchasing,  descriptive, invoice and accounting information as a starting point for recording the asset."
2962,2.7842435161,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provide ability to track the following categories of assets, including, but not limited to: Land."
2963,2.8217085399,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provide ability to track the following categories of assets, including, but not limited to: Buildings."
2964,2.9079996937,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provide ability to track the following categories of assets, including, but not limited to: Building Improvements."
2965,2.9630875886,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provide ability to track the following categories of assets, including, but not limited to: Leasehold improvements."
2966,2.830530958,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provide ability to track the following categories of assets, including, but not limited to: Equipment."
2967,2.8730164343,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provide ability to track the following categories of assets, including, but not limited to: Communication equipment."
2968,3.1447853845,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provide ability to track the following categories of assets, including, but not limited to: Furniture and fixtures."
2969,2.8933195548,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provide ability to track the following categories of assets, including, but not limited to: Vehicles."
2970,2.6937687801,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code.","9 Provide ability to track the following categories of assets, including, but not limited to: Trailers."
2971,3.5547863699,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
2972,3.5834388667,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
2973,2.3732027435,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
2974,2.4803822629,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
2975,2.5779308013,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
2976,2.5481134581,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account)."
2977,2.2596694327,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
2978,2.3096948235,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","0 Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
2979,3.5093500281,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",0 Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
2980,1.3309125745,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",0 Automatically reduce an encumbrance when an expenditure transaction is entered.
2981,3.7298691031,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","1 Provide ability to integrate billing, accounts receivable, and cash receipting functions with other relevant modules, including but  not limited to: asset management, accounts payable, general ledger, project accounting, and grant modules."
2982,3.4922609594,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",1 Provide ability to enter all Chart of Account elements on any type of transaction within the revenue/receivables module and apply  all edits and validations against those elements or combinations thereof.
2983,3.2342321025,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","1 Calculate and include sales tax on all relevant revenue transactions based on an external file of applicable regional (state, city, or  county) taxes provided by the Department of Revenue, as well as accommodating additional tax types (e.g., stadium, tourist,  premium resort, exposition, hotel/motel)."
2984,2.7932380598,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",1 Monitor collection dates and generate workflow transactions or notifications based on user-defined criteria.
2985,2.5607069329,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","1 Maintain an audit trail of all billing, accounts receivable, and cash receipting activity."
2986,2.2749292972,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","1 Record billings, accounts receivables, and cash receipts."
2987,2.5977036451,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","1 Provide ability to simultaneously work in multiple fiscal years (i.e., have periods open in two or more fiscal years at one time)."
2988,2.6480297647,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","1 Provide an audit trail on all transactions, including user ID, date, and time."
2989,2.3010731808,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",1 Establish default account distributions for each receivable.
2990,2.3209637102,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",1 Capture expenditure data for billing purposes. (Integrate with project/accounting job costing system.).
2991,2.5395132853,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","2 Provide a central file for storing all customer-related information (e.g., name, address, contact, etc.)."
2992,1.9578502008,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",2 Provide ability to create user-defined customer types.
2993,2.5854903585,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","2 Provide ability to bill, track and collect for 'one-time' customers."
2994,1.6281479746,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",2 Provide ability to purge inactive customers based upon Agency/Department defined parameters.
2995,2.0466727026,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.",2 Provide ability to deactivate and reactivate customers with appropriate security and control.
2996,3.7775812616,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple addresses per  customer."
2997,4.0149027725,"3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple contact  names and numbers per customer."
