Unknown
705315,Medium,AP,"List all discounts lost by any or all of the following items: vendor, time period, agency, or organizations within the agency."
705316,Medium,AP,"Provide a report of all issuances in a ""cancel pending"" status for more than a user-defined parameter number of days (e.g., ten  days)."
705317,Medium,AP,Produce an activity report showing all the daily online update activity in the system.
705318,Medium,AP,Produce an error report/listing that includes the error code and description.
705319,Medium,AP,Generate performance/operational reports on operations including the following: Number of transactions corrected.
705320,Medium,AP,Generate performance/operational reports on operations including the following: Number of garnishments processed.
705321,Medium,AP,Generate performance/operational reports on operations including the following: Number of liens processed.
705322,Medium,AP,Generate performance/operational reports on operations including the following: Number of warrants produced.
705323,Medium,AP,Generate performance/operational reports on operations including the following: Number of credit ach payments.
705324,High,AP,Vendor invoice entry/maintenance should be provided via an invoice entry screen. Invoice entry screen will utilize Web  technology to minimize the need for desktop hardware upgrades.
705325,High,AP,Provide for electronic invoice acceptance via XML or EDI.
705326,Medium,AP,Generate detailed exception reports for invoice rejections.
705327,High,AP,"Allow the entry of hard-copy invoices and track the agency for compliance with the prompt payment (payment w/in 45 days of  invoice or service performed, whichever is later)."
705328,Medium,AP,Carry forward pertinent purchase order receipt data to the invoice entry screen to reduce data entry and allow for entry of invoice  data required for matching/payment processing.
705329,Medium,AP,Capture the following invoice information: Invoice number.
705330,Medium,AP,Capture the following invoice information: Invoice date.
705331,Medium,AP,Capture the following invoice information: Invoice received date.
705332,Medium,AP,Capture the following invoice information: Invoice due date.
705333,Medium,AP,Capture the following invoice information: Purchase order number.
705334,Medium,AP,Capture the following invoice information: PO Date.
705335,Medium,AP,Capture the following invoice information: PO line number.
705336,Medium,AP,Capture the following invoice information: Vendor name.
705337,Medium,AP,Capture the following invoice information: Vendor number/mail code (updateable based on remit-to address).
705338,Medium,AP,Capture the following invoice information: Invoice line item number.
705339,Medium,AP,Capture the following invoice information: Quantity invoiced.
705340,Medium,AP,Capture the following invoice information: Quantity received.
705341,Medium,AP,Capture the following invoice information: Quantity ordered.
705342,Medium,AP,Capture the following invoice information: Quantity returned.
705343,Medium,AP,Capture the following invoice information: Received/Service Date.
705344,Medium,AP,Capture the following invoice information: Previous quantity invoiced.
705345,Medium,AP,Capture the following invoice information: Unit of measure.
705346,Medium,AP,Capture the following invoice information: Line Item description.
705347,Medium,AP,Capture the following invoice information: Unit cost.
705348,Medium,AP,Capture the following invoice information: Line item total cost.
705349,Medium,AP,Capture the following invoice information: Invoice total cost.
705350,Medium,AP,Capture the following invoice information: Payment terms.
705351,Medium,AP,Capture the following invoice information: Discount date.
705352,Medium,AP,Capture the following invoice information: Freight.
705353,Medium,AP,Capture the following invoice information: Freight terms.
705354,Medium,AP,Capture the following invoice information: Account distributions.
705355,Medium,AP,Capture the following invoice information: Warrant number (able to drill-down to see all invoices paid by the warrant).
705356,Medium,AP,Capture the following invoice information: Warrant amount.
705357,Medium,AP,Capture the following invoice information: Warrant date.
705358,Medium,AP,Capture the following invoice information: ACH number (able to drill-down to see all invoices paid by the ACH transaction).
705359,Medium,AP,Capture the following invoice information: ACH amount.
705360,Medium,AP,Capture the following invoice information: ACH date.
705361,Medium,AP,Capture the following invoice information: Comment/memo field that can be printed on warrant or passed to ACH transaction.
705362,High,AP,Agency ability for Individual comment.
705363,Medium,AP,Comment/memo field for internal purposes only.
705364,Medium,AP,Provide ability to process multiple journal vouchers for corrections or adjustments against a single invoice/voucher.
705365,Medium,AP,Provide ability to track disputed invoices electronically.
705366,Medium,AP,Provide ability to document comments and resolution to disputes.
705367,Medium,AP,Provide ability to process multiple invoices against a single PO.
705368,Medium,AP,"Provide ability for users to flag and date disputed invoices, as well as add comments."
705369,Medium,AP,Provide ability to capture and process credit memos.
705370,Medium,AP,Allow for distribution of one or more invoice lines to multiple account distributions including ability to auto-distribute account  distributions.
705371,Medium,AP,"Provide an option automated matching process and flexibility to determine whether a two-way, three-way match, or four-way is  required and the documents required to be processed: Purchase order, contract, invoice and receiving report."
705372,Medium,AP,"Provide an option automated matching process and flexibility to determine whether a two-way, three-way match, or four-way is  required and the documents required to be processed: Purchase order, invoice and receiving report."
705373,Medium,AP,"Provide an option automated matching process and flexibility to determine whether a two-way, three-way match, or four-way is  required and the documents required to be processed: Purchase order and receiving information."
705374,Medium,AP,"Provide a successful match if all match criteria are met, and generate a transaction to the Accounting module to liquidate the  encumbrance and establish a voucher payable."
705375,High,AP,"Provide for establishing optional user-defined tolerances (percent and dollar), controlled by commodity, whereby an invoice  amount may differ from the purchase order and still be processed provided sufficient budget availability and approval authority  exists; the tolerance functionality should be optional."
705376,Medium,AP,Allow for the release of payment request information to Cash Management module.
705377,Medium,AP,Provide ability to automatically calculate payment discounts based on vendor invoice terms and pay date.
705378,Medium,AP,Provide the ability to capture due date and discount date.
705379,Medium,AP,Provide ability to enter and process net and discount payment terms (user defined).
705380,Medium,AP,"Provide edits to ensure duplicate invoices are not processed from the same vendor (i.e., unique vendor ID, invoice number, Tax  Id, invoice date, invoice line number, invoice date combination)."
705381,High,AP,Allow agencies to enter the invoice to one vendor and make the payment to another vendor with central oversight approval.
705382,Medium,AP,Allow payment to be charged to an accounting area other than that of the associated PO with proper authority. PO liquidations  should be based on the original encumbrance.
705383,Medium,AP,Allow standard comments to be entered into payment requests from list box with ability to add/change the comment.
705384,High,AP,"Support entry of P-card as a form of payment for items ordered via the eProcurement system (e.g., catalogs, spot purchases,  etc.) and be able to control amounts and usage by agency, commodity, and individual."
705385,High,AP,Provide the ability to capture key accounting classification data at time of order for subsequent matching to file received from  bank.
705386,High,AP,Provide method for tracking the P-card procurement vendor ID and small business/minority-owned business status and  disadvantage business enterprise (DBE).
705387,High,AP,Provide ability to track disputed invoices electronically.
705388,High,AP,Provide ability to document comments and resolution to disputes.
705389,High,AP,Provide ability to process multiple invoices against a single PO.
705390,High,AP,"Provide ability for users to flag and date disputed invoices, as well as add comments."
705391,High,AP,Provide ability to capture and process credit memos.
705392,Medium,AP,Provide the ability to make a partial payment against a purchase order or contract using a P-Card.
705393,High,AP,Provide the ability to uniquely identify and relate a purchase card vendor to an entry in the vendor file.
705394,High,AP,Provide the ability to produce and invoice to pay the bank for reconciled transaction.
705395,High,AP,Provide the ability to store the following details for transactions paid by P(payment)card: Vendor.
705396,High,AP,Provide the ability to store the following details for transactions paid by P(payment)card: Amount.
705397,High,AP,Provide the ability to store the following details for transactions paid by P(payment)card: Accounting distribution.
705398,Medium,AP,Provide the ability to store the following details for transactions paid by P(payment)card: P (payment) card holder.
705399,High,AP,Supports liquidating a PO using pcard as payment method.
705400,High,AP,Supports updating contract information when pcard is used as a payment method.
705401,High,AP,Ability to query and report P Card transaction detail.
705402,High,AP,Ability to identify vendor paid with P Card.
